id,name,prefix,chi2,chi2_rank,clf_weight,clf_weight_rank
928,4.3.1,b'4.3.1-jaccard_similarity.next_user_utterance_pairs__jaccard_similarity',0.0000,2049,1.0000,0
2530,4.1,b'4.1-ngram.next_system_utterance__like',388.2541,1,0.8239,1
5066,4.1,b'4.1-ngram.next_user_utterance__thank',412.7607,0,0.3527,2
3527,4.1,b'4.1-ngram.next_system_utterance__road',33.8848,106,0.3278,3
2574,4.1,b'4.1-ngram.next_system_utterance__looking',85.7534,39,0.2567,4
4553,4.1,b'4.1-ngram.next_user_utterance__address',275.7813,14,0.2097,5
4726,4.1,b'4.1-ngram.next_user_utterance__good',342.6585,7,0.2092,6
4875,4.1,b'4.1-ngram.next_user_utterance__number',213.1081,19,0.1831,7
4079,4.1,b'4.1-ngram.next_system_utterance__street',33.3375,108,0.1664,8
4089,4.1,b'4.1-ngram.next_system_utterance__sure',60.0399,59,0.1442,9
3519,4.1,b'4.1-ngram.next_system_utterance__right',83.0720,40,0.1210,10
3052,4.1,b'4.1-ngram.next_system_utterance__phone number',77.2558,45,0.1109,11
3051,4.1,b'4.1-ngram.next_system_utterance__phone',77.2558,44,0.1068,12
2847,4.1,b'4.1-ngram.next_system_utterance__number',77.2558,46,0.1045,13
3613,4.1,b'4.1-ngram.next_system_utterance__serves',23.9108,145,0.0923,14
3,4.1,b'4.1-ngram.current_user_utterance__address phone number',29.4059,119,0.0921,15
2746,4.1,b'4.1-ngram.next_system_utterance__mind',278.7280,13,0.0892,16
473,4.1,b'4.1-ngram.current_user_utterance__phone',199.8041,24,0.0871,17
4362,4.1,b'4.1-ngram.next_system_utterance__town mind',278.7280,12,0.0857,18
5174,4.1,b'4.1-ngram.next_user_utterance__yes',202.5400,21,0.0841,19
927,4.2.1,b'4.2.1-edit_distance.next_user_utterance_pairs__edit_distance',0.0000,2048,0.0829,20
4938,4.1,b'4.1-ngram.next_user_utterance__post code',58.4127,63,0.0621,21
5068,4.1,b'4.1-ngram.next_user_utterance__thank good',331.0370,10,0.0543,22
119,4.1,b'4.1-ngram.current_user_utterance__code',58.8962,61,0.0524,23
4676,4.1,b'4.1-ngram.next_user_utterance__dont care',247.8362,16,0.0486,24
2,4.1,b'4.1-ngram.current_user_utterance__address phone',29.4522,118,0.0451,25
4004,4.1,b'4.1-ngram.next_system_utterance__south town',4.0287,1400,0.0436,26
5069,4.1,b'4.1-ngram.next_user_utterance__thank good bye',328.6396,11,0.0435,27
4615,4.1,b'4.1-ngram.next_user_utterance__bye',341.2626,8,0.0434,28
3967,4.1,b'4.1-ngram.next_system_utterance__sorry restaurant',54.0617,67,0.0434,29
494,4.1,b'4.1-ngram.current_user_utterance__post code',62.6675,54,0.0421,30
3877,4.1,b'4.1-ngram.next_system_utterance__sorry',80.5223,42,0.0381,31
2250,4.1,b'4.1-ngram.next_system_utterance__help',44.0128,79,0.0380,32
5156,4.1,b'4.1-ngram.next_user_utterance__whats',97.8851,36,0.0366,33
4673,4.1,b'4.1-ngram.next_user_utterance__doesnt',101.6540,33,0.0350,34
596,4.1,b'4.1-ngram.current_user_utterance__right',4.1285,1350,0.0326,35
4731,4.1,b'4.1-ngram.next_user_utterance__goodbye',67.4991,51,0.0324,36
4009,4.1,b'4.1-ngram.next_system_utterance__south town prices',9.1077,453,0.0311,37
4921,4.1,b'4.1-ngram.next_user_utterance__phone number',213.5485,18,0.0291,38
3337,4.1,b'4.1-ngram.next_system_utterance__restaurant',37.3161,96,0.0283,39
4003,4.1,b'4.1-ngram.next_system_utterance__south',3.2217,1754,0.0279,40
2807,4.1,b'4.1-ngram.next_system_utterance__nice restaurant south',7.9895,571,0.0273,41
5070,4.1,b'4.1-ngram.next_user_utterance__thank goodbye',67.7185,50,0.0273,42
583,4.1,b'4.1-ngram.current_user_utterance__restaurant south',22.2163,152,0.0272,43
3173,4.1,b'4.1-ngram.next_system_utterance__polynesian',4.5355,1204,0.0265,44
4355,4.1,b'4.1-ngram.next_system_utterance__town',52.6597,69,0.0261,45
493,4.1,b'4.1-ngram.current_user_utterance__post',62.7425,53,0.0244,46
1,4.1,b'4.1-ngram.current_user_utterance__address',350.4873,6,0.0238,47
1534,4.1,b'4.1-ngram.next_system_utterance__binh nice restaurant',2.8972,2012,0.0238,48
125,4.1,b'4.1-ngram.current_user_utterance__creative',13.2133,287,0.0237,49
4650,4.1,b'4.1-ngram.next_user_utterance__code',60.1021,58,0.0236,50
2755,4.1,b'4.1-ngram.next_system_utterance__moderate',19.7493,175,0.0234,51
368,4.1,b'4.1-ngram.current_user_utterance__matter',5.7132,871,0.0232,52
4957,4.1,b'4.1-ngram.next_user_utterance__restaurant',27.4754,125,0.0228,53
2397,4.1,b'4.1-ngram.next_system_utterance__italian',6.3399,772,0.0227,54
1071,4.1,b'4.1-ngram.next_system_utterance__15',4.4377,1243,0.0224,55
223,4.1,b'4.1-ngram.current_user_utterance__greek',15.4312,228,0.0219,56
810,4.1,b'4.1-ngram.current_user_utterance__type food',11.9334,322,0.0211,57
4833,4.1,b'4.1-ngram.next_user_utterance__matter',99.7411,35,0.0211,58
3425,4.1,b'4.1-ngram.next_system_utterance__restaurant serving',42.9293,82,0.0210,59
2774,4.1,b'4.1-ngram.next_system_utterance__nandos',11.8552,326,0.0209,60
3658,4.1,b'4.1-ngram.next_system_utterance__serving',10.0014,408,0.0203,61
1669,4.1,b'4.1-ngram.next_system_utterance__centre',17.7544,197,0.0200,62
2085,4.1,b'4.1-ngram.next_system_utterance__food',95.8159,37,0.0197,63
2398,4.1,b'4.1-ngram.next_system_utterance__italian food',8.0758,558,0.0191,64
4674,4.1,b'4.1-ngram.next_user_utterance__doesnt matter',100.8722,34,0.0189,65
4586,4.1,b'4.1-ngram.next_user_utterance__asian food',16.6575,206,0.0184,66
4555,4.1,b'4.1-ngram.next_user_utterance__address phone number',61.0439,57,0.0183,67
327,4.1,b'4.1-ngram.current_user_utterance__looking cheap',5.9384,838,0.0178,68
3943,4.1,b'4.1-ngram.next_system_utterance__sorry like',22.1429,153,0.0177,69
4791,4.1,b'4.1-ngram.next_user_utterance__korean',12.5808,299,0.0176,70
348,4.1,b'4.1-ngram.current_user_utterance__looking restaurant',20.9511,162,0.0172,71
2065,4.1,b'4.1-ngram.next_system_utterance__family restaurant nice',11.3175,350,0.0171,72
3274,4.1,b'4.1-ngram.next_system_utterance__rajmahal',5.1617,1012,0.0170,73
4010,4.1,b'4.1-ngram.next_system_utterance__south town serving',7.0929,660,0.0168,74
4838,4.1,b'4.1-ngram.next_user_utterance__moderate',37.2288,97,0.0166,75
475,4.1,b'4.1-ngram.current_user_utterance__phone number address',6.6979,710,0.0164,76
4005,4.1,b'4.1-ngram.next_system_utterance__south town cheap',5.9266,844,0.0164,77
2803,4.1,b'4.1-ngram.next_system_utterance__nice restaurant',12.3824,306,0.0160,78
543,4.1,b'4.1-ngram.current_user_utterance__restaurant north town',15.2181,235,0.0160,79
538,4.1,b'4.1-ngram.current_user_utterance__restaurant east',7.9250,578,0.0159,80
430,4.1,b'4.1-ngram.current_user_utterance__number address',6.6979,711,0.0157,81
4554,4.1,b'4.1-ngram.next_user_utterance__address phone',61.7898,55,0.0157,82
4766,4.1,b'4.1-ngram.next_user_utterance__indian restaurant',6.7871,707,0.0154,83
4621,4.1,b'4.1-ngram.next_user_utterance__care',251.4285,15,0.0153,84
4377,4.1,b'4.1-ngram.next_system_utterance__town serving halal',6.2439,791,0.0151,85
1768,4.1,b'4.1-ngram.next_system_utterance__city centre',24.6482,132,0.0149,86
3410,4.1,b'4.1-ngram.next_system_utterance__restaurant nice place',5.2749,989,0.0145,87
2570,4.1,b'4.1-ngram.next_system_utterance__lodge restaurant great',9.1811,450,0.0142,88
5095,4.1,b'4.1-ngram.next_user_utterance__type food',5.0060,1045,0.0142,89
328,4.1,b'4.1-ngram.current_user_utterance__looking cheap restaurant',5.0723,1032,0.0140,90
542,4.1,b'4.1-ngram.current_user_utterance__restaurant north',18.3057,192,0.0137,91
500,4.1,b'4.1-ngram.current_user_utterance__price',10.6667,385,0.0136,92
106,4.1,b'4.1-ngram.current_user_utterance__cheap restaurant serves',3.2164,1766,0.0131,93
1760,4.1,b'4.1-ngram.next_system_utterance__city',27.6487,123,0.0131,94
416,4.1,b'4.1-ngram.current_user_utterance__noise',4.7964,1102,0.0126,95
758,4.1,b'4.1-ngram.current_user_utterance__swiss',8.2890,543,0.0125,96
30,4.1,b'4.1-ngram.current_user_utterance__area',19.8410,174,0.0125,97
897,4.1,b'4.1-ngram.current_user_utterance__whats address',78.9186,43,0.0123,98
1702,4.1,b'4.1-ngram.next_system_utterance__cheap',20.0837,170,0.0122,99
157,4.1,b'4.1-ngram.current_user_utterance__english food',4.5207,1213,0.0121,100
3970,4.1,b'4.1-ngram.next_system_utterance__sorry restaurant serving',53.1458,68,0.0121,101
171,4.1,b'4.1-ngram.current_user_utterance__expensive restaurant',41.1110,88,0.0116,102
2551,4.1,b'4.1-ngram.next_system_utterance__little',13.4255,281,0.0115,103
4454,4.1,b'4.1-ngram.next_system_utterance__vietnamese food',5.8275,854,0.0115,104
904,4.1,b'4.1-ngram.current_user_utterance__whats post',16.0649,211,0.0114,105
907,4.1,b'4.1-ngram.current_user_utterance__whats price range',11.2154,354,0.0114,106
4628,4.1,b'4.1-ngram.next_user_utterance__center',16.0079,216,0.0113,107
1665,4.1,b'4.1-ngram.next_system_utterance__catalan',6.6436,729,0.0112,108
905,4.1,b'4.1-ngram.current_user_utterance__whats post code',16.0649,210,0.0112,109
1749,4.1,b'4.1-ngram.next_system_utterance__chop house nice',5.7824,864,0.0111,110
759,4.1,b'4.1-ngram.current_user_utterance__swiss food',8.2890,544,0.0110,111
4380,4.1,b'4.1-ngram.next_system_utterance__town serving italian',4.8787,1073,0.0109,112
917,4.1,b'4.1-ngram.current_user_utterance__yes',81.1675,41,0.0108,113
506,4.1,b'4.1-ngram.current_user_utterance__priced restaurant',34.7352,102,0.0107,114
906,4.1,b'4.1-ngram.current_user_utterance__whats price',11.2154,355,0.0106,115
4705,4.1,b'4.1-ngram.next_user_utterance__food serve',4.9221,1056,0.0105,116
1726,4.1,b'4.1-ngram.next_system_utterance__chesterton',20.8422,163,0.0104,117
372,4.1,b'4.1-ngram.current_user_utterance__mexican food',4.4808,1222,0.0103,118
4764,4.1,b'4.1-ngram.next_user_utterance__indian food',23.5765,147,0.0101,119
3376,4.1,b'4.1-ngram.next_system_utterance__restaurant bar great',5.5657,906,0.0101,120
3281,4.1,b'4.1-ngram.next_system_utterance__rajmahal moderate',11.1585,358,0.0100,121
2808,4.1,b'4.1-ngram.next_system_utterance__nice restaurant west',4.3495,1278,0.0100,122
2346,4.1,b'4.1-ngram.next_system_utterance__house nice restaurant',7.7858,602,0.0100,123
4501,4.1,b'4.1-ngram.next_system_utterance__west town moderate',3.9244,1438,0.0099,124
366,4.1,b'4.1-ngram.current_user_utterance__malaysian food',4.8584,1077,0.0099,125
