dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.800060130422,0.742250583779,0.656522149269,0.678733261675
dstc3,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.761797676389,0.68894440482,0.628412452007,0.647472525207
family,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.834290243596,0.654227205614,0.627200553558,0.637162239706
ghome,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.858579835313,0.604267953296,0.555130206286,0.571251729436
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.799884102497,0.741819068016,0.656383653694,0.678512483466
dstc3,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.761561970386,0.688615983836,0.62811571709,0.647131927043
family,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.834176607233,0.653944865303,0.627008245866,0.636923828065
ghome,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.858541521136,0.603572855064,0.554870105276,0.570891870674
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.800093363538,0.742270534492,0.656574554257,0.67876850351
dstc3,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.761730889305,0.689143045187,0.628330606429,0.647443842333
family,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.834290243596,0.654182905626,0.627124399712,0.637097387409
ghome,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.858618149489,0.604158275415,0.555299398205,0.57137744496
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.800163416077,0.742298641264,0.656609548797,0.678805429645
dstc3,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.761326264383,0.688263003112,0.628094019035,0.647053572218
family,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.834290243596,0.654222528362,0.627111522219,0.637106078753
ghome,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.858541521136,0.603794751987,0.555111416695,0.571182600887
dataset,context_set,feature_set,model,accuracy,precision,recall,f1_score
dstc2,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.80023257204,0.742336877964,0.656913441839,0.679104032504
dstc3,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.76156275087,0.688583825748,0.628138638455,0.647131356111
family,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.834233425414,0.654060108494,0.627104399712,0.637043208204
ghome,next,17-[7+1.2.3.4],LR.pen=l1.C=1.000000,0.858464892784,0.603945437101,0.554935761841,0.571030623181
