id,name,prefix,chi2,pval
3634,b'4.1-ngram.next_system_utterance__items todd nhere',b'4.1',7.6413,0.0540
3635,b'4.1-ngram.next_system_utterance__washer dryer stand',b'4.1',7.6413,0.0540
3636,b'4.1-ngram.next_system_utterance__washer dryer',b'4.1',7.6413,0.0540
3637,b'5-phrase_feature__noun_phrases__next_system_utterance__dark_chocolate',b'5',7.6409,0.0540
3638,b'5-phrase_feature__noun_phrases__next_system_utterance__\\_nto',b'5',7.6160,0.0547
3639,b'7-syntactic_feature__subj_word__next_system_utterance__me',b'7',7.6160,0.0547
3640,b'4.1-ngram.current_user_utterance__pay matthews lunch',b'4.1',7.6139,0.0547
3641,b'4.1-ngram.current_user_utterance__remind kathleen',b'4.1',7.6139,0.0547
3642,b'4.1-ngram.current_user_utterance__pay rent',b'4.1',7.6139,0.0547
3643,b'4.1-ngram.current_user_utterance__kathleen',b'4.1',7.6139,0.0547
3644,b'4.1-ngram.current_user_utterance__remover small size',b'4.1',7.6139,0.0547
3645,b'4.1-ngram.current_user_utterance__rent',b'4.1',7.6139,0.0547
3646,b'4.1-ngram.current_user_utterance__kathleen pay',b'4.1',7.6139,0.0547
3647,b'4.1-ngram.current_user_utterance__rosemary',b'4.1',7.6131,0.0547
3648,b'4.1-ngram.next_user_utterance__lunch mrs anne',b'4.1',7.6017,0.0550
3649,b'7-syntactic_feature__root_word__current_user_utterance__it',b'7',7.5862,0.0554
3650,b'7-syntactic_feature__obj_word__next_system_utterance__money',b'7',7.5862,0.0554
3651,b'4.1-ngram.next_user_utterance__paper nnapkins',b'4.1',7.5722,0.0557
3652,b'4.1-ngram.current_user_utterance__15 2017 50',b'4.1',7.5569,0.0561
3653,b'4.1-ngram.next_system_utterance__dark soy',b'4.1',7.5250,0.0569
3654,b'4.1-ngram.next_system_utterance__remove list ntype',b'4.1',7.5250,0.0569
3655,b'4.1-ngram.next_system_utterance__dark soy sauce',b'4.1',7.5250,0.0569
3656,b'4.1-ngram.next_system_utterance__ntry examples manage',b'4.1',7.5250,0.0569
3657,b'4.1-ngram.next_system_utterance__powdered',b'4.1',7.5250,0.0569
3658,b'4.1-ngram.next_system_utterance__ntry examples',b'4.1',7.5250,0.0569
3659,b'4.1-ngram.next_system_utterance__masons baseball game',b'4.1',7.5250,0.0569
3660,b'4.1-ngram.next_system_utterance__soap nhere list',b'4.1',7.5250,0.0569
3661,b'4.1-ngram.next_system_utterance__family manage shared',b'4.1',7.5250,0.0569
3662,b'4.1-ngram.next_system_utterance__scan',b'4.1',7.5250,0.0569
3663,b'4.1-ngram.next_system_utterance__scents',b'4.1',7.5250,0.0569
3664,b'4.1-ngram.next_system_utterance__reminder date',b'4.1',7.5250,0.0569
3665,b'4.1-ngram.next_system_utterance__reminded later',b'4.1',7.5250,0.0569
3666,b'4.1-ngram.next_system_utterance__reminder oct',b'4.1',7.5250,0.0569
3667,b'4.1-ngram.next_system_utterance__reminder check',b'4.1',7.5250,0.0569
3668,b'4.1-ngram.next_system_utterance__reminded later try',b'4.1',7.5250,0.0569
3669,b'4.1-ngram.next_system_utterance__reminder oct 25',b'4.1',7.5250,0.0569
3670,b'7-syntactic_feature__root_word__next_system_utterance__oj',b'7',7.5243,0.0569
3671,b'5-phrase_feature__noun_phrases__next_user_utterance__masons_baseball',b'5',7.5243,0.0569
3672,b'7-syntactic_feature__root_word__next_user_utterance__see',b'7',7.5243,0.0569
3673,b'4.1-ngram.next_user_utterance__lunch meat sugar',b'4.1',7.5161,0.0571
3674,b'4.1-ngram.next_system_utterance__laundry detergent n2',b'4.1',7.5159,0.0572
3675,b'6-entity_feature__entity__next_system_utterance__current_DATE',b'6',7.5006,0.0575
3676,b'6-entity_feature__entity__next_system_utterance__marcus wie_PERSON',b'6',7.4975,0.0576
3677,b'5-phrase_feature__noun_phrases__next_system_utterance__mark_cream_\\',b'5',7.4975,0.0576
3678,b'4.1-ngram.next_user_utterance__drawer',b'4.1',7.4656,0.0584
3679,b'5-phrase_feature__noun_phrases__current_user_utterance__cacoa',b'5',7.4628,0.0585
3680,b'4.1-ngram.current_user_utterance__31st pm',b'4.1',7.4253,0.0595
3681,b'4.1-ngram.current_user_utterance__bird food',b'4.1',7.4200,0.0596
3682,b'4.1-ngram.current_user_utterance__units today noon',b'4.1',7.4170,0.0597
3683,b'4.1-ngram.next_user_utterance__pump',b'4.1',7.4139,0.0598
3684,b'7-syntactic_feature__subj_word__next_system_utterance__licens',b'7',7.4058,0.0600
3685,b'5-phrase_feature__noun_phrases__next_system_utterance__correct_number',b'5',7.4058,0.0600
3686,b'5-phrase_feature__noun_phrases__next_system_utterance__bags_gallon',b'5',7.4058,0.0600
3687,b'5-phrase_feature__noun_phrases__next_system_utterance__drops',b'5',7.4058,0.0600
3688,b'5-phrase_feature__noun_phrases__next_system_utterance__mates_montreal_steak',b'5',7.4058,0.0600
3689,b'7-syntactic_feature__root_word__next_system_utterance__bison',b'7',7.4058,0.0600
3690,b'5-phrase_feature__noun_phrases__next_system_utterance__nonslip_hangers',b'5',7.4058,0.0600
3691,b'5-phrase_feature__noun_phrases__next_system_utterance__salad',b'5',7.4058,0.0600
3692,b'7-syntactic_feature__root_word__next_system_utterance__bawl',b'7',7.4058,0.0600
3693,b'5-phrase_feature__noun_phrases__next_system_utterance__time_zone',b'5',7.4058,0.0600
3694,b"5-phrase_feature__noun_phrases__next_system_utterance__\\_n'title",b'5',7.4058,0.0600
3695,b'5-phrase_feature__noun_phrases__next_system_utterance__rotisserie_chicken_salad',b'5',7.4058,0.0600
3696,b'5-phrase_feature__noun_phrases__next_system_utterance__removed_dog_flea',b'5',7.4058,0.0600
3697,b'7-syntactic_feature__root_word__next_system_utterance__make',b'7',7.4058,0.0600
3698,b'4.1-ngram.next_user_utterance__pepper',b'4.1',7.4055,0.0600
3699,b'4.1-ngram.current_user_utterance__30 min',b'4.1',7.4048,0.0601
3700,b'5-phrase_feature__noun_phrases__next_system_utterance__tortilla_\\',b'5',7.3895,0.0605
3701,b'5-phrase_feature__noun_phrases__next_system_utterance__soap_\\_n3',b'5',7.3895,0.0605
3702,b'7-syntactic_feature__root_word__next_system_utterance__chair',b'7',7.3895,0.0605
3703,b'5-phrase_feature__noun_phrases__current_user_utterance__cemetery',b'5',7.3777,0.0608
3704,b'4.1-ngram.next_user_utterance__list eggs',b'4.1',7.3773,0.0608
3705,b'5-phrase_feature__noun_phrases__next_user_utterance__o',b'5',7.3772,0.0608
3706,b'5-phrase_feature__noun_phrases__next_system_utterance__daddy_text',b'5',7.3772,0.0608
3707,b'5-phrase_feature__noun_phrases__next_system_utterance__helium_tank',b'5',7.3714,0.0610
3708,b'5-phrase_feature__noun_phrases__current_user_utterance__apple_cough',b'5',7.3706,0.0610
3709,b'7-syntactic_feature__root_word__next_system_utterance__caper',b'7',7.3631,0.0612
3710,b'4.1-ngram.next_user_utterance__nt paper',b'4.1',7.3576,0.0613
3711,b'4.1-ngram.next_system_utterance__solution nhere list',b'4.1',7.3569,0.0614
3712,b'4.1-ngram.next_system_utterance__solution nhere',b'4.1',7.3569,0.0614
3713,b'4.1-ngram.next_system_utterance__asap fri',b'4.1',7.3569,0.0614
3714,b'7-syntactic_feature__obj_word__next_system_utterance__deterg',b'7',7.3536,0.0614
3715,b'4.1-ngram.next_user_utterance__remind bring',b'4.1',7.3320,0.0620
3716,b'4.1-ngram.next_user_utterance__daddy',b'4.1',7.3320,0.0620
3717,b'5-phrase_feature__noun_phrases__next_system_utterance__user_text',b'5',7.3205,0.0624
3718,b'7-syntactic_feature__obj_word__next_system_utterance__milk',b'7',7.3142,0.0625
3719,b'7-syntactic_feature__obj_word__current_user_utterance__event',b'7',7.3093,0.0627
3720,b'7-syntactic_feature__root_word__next_user_utterance__kid',b'7',7.3093,0.0627
3721,b'6-entity_feature__entity__next_user_utterance__tomorrow at_DATE',b'6',7.3093,0.0627
3722,b'4.1-ngram.next_user_utterance__utilities',b'4.1',7.3039,0.0628
3723,b'7-syntactic_feature__subj_word__next_system_utterance__oat',b'7',7.3005,0.0629
3724,b'4.1-ngram.next_user_utterance__toilet paper',b'4.1',7.2962,0.0630
3725,b'7-syntactic_feature__root_word__next_system_utterance__rye',b'7',7.2942,0.0631
3726,b'4.1-ngram.current_user_utterance__wednesday night',b'4.1',7.2911,0.0632
3727,b'1-utterance_length.next_user_utterance__utterance_length',b'1',7.2910,0.0632
3728,b'5-phrase_feature__noun_phrases__next_user_utterance__remover_\\_n',b'5',7.2787,0.0635
3729,b'6-entity_feature__entity__current_user_utterance__nintendo_ORGANIZATION',b'6',7.2787,0.0635
3730,b'7-syntactic_feature__root_word__current_user_utterance__complet',b'7',7.2787,0.0635
3731,b'4.1-ngram.current_user_utterance__head',b'4.1',7.2759,0.0636
3732,b'4.1-ngram.current_user_utterance__hq',b'4.1',7.2719,0.0637
3733,b'4.1-ngram.next_system_utterance__sent',b'4.1',7.2669,0.0639
3734,b'4.1-ngram.next_system_utterance__sensitive skin shaving',b'4.1',7.2669,0.0639
3735,b'4.1-ngram.next_system_utterance__ncake',b'4.1',7.2669,0.0639
3736,b'4.1-ngram.next_system_utterance__ncake batter',b'4.1',7.2669,0.0639
3737,b'4.1-ngram.next_system_utterance__remove reminder item',b'4.1',7.2669,0.0639
3738,b'4.1-ngram.next_system_utterance__sensitive skin',b'4.1',7.2669,0.0639
3739,b'4.1-ngram.next_system_utterance__ncake batter n4',b'4.1',7.2669,0.0639
3740,b'4.1-ngram.next_system_utterance__reminders past events',b'4.1',7.2669,0.0639
3741,b'4.1-ngram.next_system_utterance__reminders past',b'4.1',7.2669,0.0639
3742,b'5-phrase_feature__noun_phrases__current_user_utterance__toothbrush',b'5',7.2486,0.0644
3743,b'4.1-ngram.next_system_utterance__walnut wed',b'4.1',7.2461,0.0645
3744,b'5-phrase_feature__noun_phrases__next_system_utterance__bottle_\\_n3',b'5',7.2362,0.0647
3745,b'4.1-ngram.next_system_utterance__remind home',b'4.1',7.2325,0.0648
3746,b'7-syntactic_feature__root_word__next_system_utterance__toothbrush',b'7',7.2229,0.0651
3747,b'4.1-ngram.next_system_utterance__773786',b'4.1',7.2074,0.0656
3748,b'5-phrase_feature__noun_phrases__next_system_utterance__distance',b'5',7.2055,0.0656
3749,b'6-entity_feature__entity__current_user_utterance__9:30 am on the following sunday_DATE',b'6',7.2047,0.0657
3750,b'4.1-ngram.next_system_utterance__tissues n8',b'4.1',7.1997,0.0658
3751,b'4.1-ngram.next_system_utterance__lunch meat n8',b'4.1',7.1997,0.0658
3752,b'4.1-ngram.next_system_utterance__lunch meat n3',b'4.1',7.1997,0.0658
3753,b'5-phrase_feature__noun_phrases__next_system_utterance__canola_oil',b'5',7.1944,0.0660
3754,b'4.1-ngram.next_system_utterance__joes',b'4.1',7.1814,0.0663
3755,b'4.1-ngram.next_system_utterance__sorry didn catch',b'4.1',7.1814,0.0663
3756,b'4.1-ngram.current_user_utterance__wednesday 11am',b'4.1',7.1766,0.0665
3757,b'6-entity_feature__entity__current_user_utterance__sneed road_LOCATION',b'6',7.1537,0.0672
3758,b'4.1-ngram.next_system_utterance__ob appointment',b'4.1',7.1499,0.0673
3759,b'4.1-ngram.next_system_utterance__ob appointment fri',b'4.1',7.1499,0.0673
3760,b'4.1-ngram.next_user_utterance__ham',b'4.1',7.1249,0.0680
3761,b'4.1-ngram.current_user_utterance__turn 102 119',b'4.1',7.1240,0.0680
3762,b'4.1-ngram.current_user_utterance__alert',b'4.1',7.1240,0.0680
3763,b'4.1-ngram.next_user_utterance__7am',b'4.1',7.1085,0.0685
3764,b'2.1-user_action_words.next_user_utterance__clear',b'2.1',7.1079,0.0685
3765,b'5-phrase_feature__noun_phrases__next_user_utterance__npickles',b'5',7.1079,0.0685
3766,b'4.1-ngram.next_user_utterance__mom',b'4.1',7.0986,0.0688
3767,b'4.1-ngram.next_system_utterance__wand type',b'4.1',7.0982,0.0688
3768,b'4.1-ngram.next_system_utterance__reminder type',b'4.1',7.0982,0.0688
3769,b'4.1-ngram.next_system_utterance__remove number',b'4.1',7.0982,0.0688
3770,b'4.1-ngram.next_user_utterance__10 11',b'4.1',7.0622,0.0699
3771,b'7-syntactic_feature__obj_word__current_user_utterance__mailen',b'7',7.0608,0.0700
3772,b'6-entity_feature__entity__current_user_utterance__tonight at 10 pm_DATE',b'6',7.0604,0.0700
3773,b'5-phrase_feature__noun_phrases__next_system_utterance__colorado',b'5',7.0330,0.0709
3774,b'5-phrase_feature__noun_phrases__next_system_utterance__monster',b'5',7.0330,0.0709
3775,b'5-phrase_feature__noun_phrases__next_system_utterance__non-stick_cookware',b'5',7.0330,0.0709
3776,b'5-phrase_feature__noun_phrases__next_system_utterance__monkees',b'5',7.0330,0.0709
3777,b'4.1-ngram.current_user_utterance__102 119 hw',b'4.1',7.0085,0.0716
3778,b'5-phrase_feature__noun_phrases__next_system_utterance__tikhat',b'5',6.9944,0.0721
3779,b'6-entity_feature__entity__next_system_utterance__charles p rogers_PERSON',b'6',6.9944,0.0721
3780,b'7-syntactic_feature__root_word__next_system_utterance__roll',b'7',6.9944,0.0721
3781,b'6-entity_feature__entity__next_system_utterance__early monday_DATE',b'6',6.9944,0.0721
3782,b'6-entity_feature__entity__next_system_utterance__at 12:05 pm_TIME',b'6',6.9944,0.0721
3783,b'5-phrase_feature__noun_phrases__next_system_utterance__tiger_nut',b'5',6.9944,0.0721
3784,b'7-syntactic_feature__root_word__next_system_utterance__salami',b'7',6.9944,0.0721
3785,b'7-syntactic_feature__root_word__next_system_utterance__starbuck',b'7',6.9944,0.0721
3786,b'7-syntactic_feature__obj_word__current_user_utterance__20',b'7',6.9944,0.0721
3787,b'7-syntactic_feature__root_word__next_system_utterance__lube',b'7',6.9944,0.0721
3788,b'5-phrase_feature__noun_phrases__next_system_utterance__citrus_gel_beads',b'5',6.9944,0.0721
3789,b'5-phrase_feature__noun_phrases__next_system_utterance__sliced_cheese_\\',b'5',6.9944,0.0721
3790,b'7-syntactic_feature__root_word__next_system_utterance__advil',b'7',6.9944,0.0721
3791,b'7-syntactic_feature__subj_word__next_system_utterance__appoint',b'7',6.9944,0.0721
3792,b'5-phrase_feature__noun_phrases__next_system_utterance__bulbs',b'5',6.9944,0.0721
3793,b'5-phrase_feature__noun_phrases__next_system_utterance__campground',b'5',6.9944,0.0721
3794,b'5-phrase_feature__noun_phrases__next_system_utterance__amazon_protein',b'5',6.9944,0.0721
3795,b'7-syntactic_feature__root_word__next_system_utterance__worcest',b'7',6.9944,0.0721
3796,b'5-phrase_feature__noun_phrases__next_system_utterance__zantac',b'5',6.9944,0.0721
3797,b'5-phrase_feature__noun_phrases__next_system_utterance__mrs',b'5',6.9944,0.0721
3798,b'5-phrase_feature__noun_phrases__next_system_utterance__mr_bubbles_bathroom',b'5',6.9944,0.0721
3799,b'5-phrase_feature__noun_phrases__next_system_utterance__cable',b'5',6.9944,0.0721
3800,b'5-phrase_feature__noun_phrases__next_system_utterance__sensitive_skin_shaving',b'5',6.9944,0.0721
3801,b'5-phrase_feature__noun_phrases__next_system_utterance__semisweet_\\',b'5',6.9944,0.0721
3802,b'5-phrase_feature__noun_phrases__next_system_utterance__sugar_soy_\\',b'5',6.9944,0.0721
3803,b'5-phrase_feature__noun_phrases__next_system_utterance__fresh_rosemary',b'5',6.9944,0.0721
3804,b'7-syntactic_feature__obj_word__current_user_utterance__cake',b'7',6.9944,0.0721
3805,b'5-phrase_feature__noun_phrases__next_system_utterance__sugar_soy',b'5',6.9944,0.0721
3806,b'5-phrase_feature__noun_phrases__next_system_utterance__baa',b'5',6.9944,0.0721
3807,b'5-phrase_feature__noun_phrases__next_system_utterance__envelopes',b'5',6.9944,0.0721
3808,b'5-phrase_feature__noun_phrases__next_system_utterance__elena',b'5',6.9944,0.0721
3809,b'5-phrase_feature__noun_phrases__next_system_utterance__electrical_tape_\\',b'5',6.9944,0.0721
3810,b'5-phrase_feature__noun_phrases__next_system_utterance__mark_soup',b'5',6.9944,0.0721
3811,b'5-phrase_feature__noun_phrases__next_system_utterance__baq',b'5',6.9944,0.0721
3812,b'5-phrase_feature__noun_phrases__next_system_utterance__tv',b'5',6.9944,0.0721
3813,b'5-phrase_feature__noun_phrases__next_system_utterance__seaweed_\\',b'5',6.9944,0.0721
3814,b'7-syntactic_feature__root_word__current_user_utterance__work',b'7',6.9944,0.0721
3815,b'4.1-ngram.next_system_utterance__nto remove',b'4.1',6.9932,0.0721
3816,b'4.1-ngram.next_system_utterance__nto remove items',b'4.1',6.9932,0.0721
3817,b'5-phrase_feature__noun_phrases__next_system_utterance__brown/tan',b'5',6.9927,0.0721
3818,b'5-phrase_feature__noun_phrases__next_system_utterance__gallon',b'5',6.9927,0.0721
3819,b'5-phrase_feature__noun_phrases__next_system_utterance__diet_order',b'5',6.9845,0.0724
3820,b'6-entity_feature__entity__next_system_utterance__alanah honors choir program in westmore church_ORGANIZATION',b'6',6.9782,0.0726
3821,b'7-syntactic_feature__root_word__next_system_utterance__scotbtownsend',b'7',6.9782,0.0726
3822,b'4.1-ngram.current_user_utterance__bmw thingy',b'4.1',6.9632,0.0731
3823,b'4.1-ngram.current_user_utterance__lloyd nembhard',b'4.1',6.9593,0.0732
3824,b'5-phrase_feature__noun_phrases__next_system_utterance__stone',b'5',6.9547,0.0734
3825,b'4.1-ngram.current_user_utterance__help recurring reminders',b'4.1',6.9368,0.0739
3826,b'4.1-ngram.current_user_utterance__39pm',b'4.1',6.9270,0.0743
3827,b'4.1-ngram.next_system_utterance__example title',b'4.1',6.9163,0.0746
3828,b'4.1-ngram.next_user_utterance__cherry tomatoes',b'4.1',6.9151,0.0747
3829,b'4.1-ngram.next_user_utterance__39pm',b'4.1',6.9129,0.0747
3830,b'4.1-ngram.current_user_utterance__little aj bring',b'4.1',6.9084,0.0749
3831,b'6-entity_feature__entity__next_system_utterance__jun 2017_DATE',b'6',6.9054,0.0750
3832,b'5-phrase_feature__noun_phrases__current_user_utterance__ice_cream_sandwiches',b'5',6.9003,0.0751
3833,b'7-syntactic_feature__root_word__next_user_utterance__coffe',b'7',6.9003,0.0751
3834,b'5-phrase_feature__noun_phrases__next_system_utterance__trash_cans',b'5',6.9003,0.0751
3835,b'5-phrase_feature__noun_phrases__current_user_utterance__ice_cream_stuff',b'5',6.9003,0.0751
3836,b'5-phrase_feature__noun_phrases__current_user_utterance__ice_cream',b'5',6.9003,0.0751
3837,b'5-phrase_feature__noun_phrases__next_user_utterance__chix',b'5',6.9003,0.0751
3838,b'5-phrase_feature__noun_phrases__current_user_utterance__text_celio',b'5',6.9003,0.0751
3839,b'5-phrase_feature__noun_phrases__current_user_utterance__tangerines',b'5',6.9003,0.0751
3840,b'6-entity_feature__entity__next_system_utterance__apr 30_DATE',b'6',6.9003,0.0751
3841,b'6-entity_feature__entity__next_user_utterance__645_NUMBER',b'6',6.9003,0.0751
3842,b'5-phrase_feature__noun_phrases__current_user_utterance__drops',b'5',6.9003,0.0751
3843,b'7-syntactic_feature__obj_word__current_user_utterance__flower',b'7',6.9003,0.0751
3844,b'7-syntactic_feature__root_word__next_system_utterance__bag',b'7',6.8871,0.0756
3845,b'5-phrase_feature__noun_phrases__next_system_utterance__pavers_\\_n8',b'5',6.8750,0.0760
3846,b'7-syntactic_feature__obj_word__next_system_utterance__mom',b'7',6.8750,0.0760
3847,b'4.1-ngram.next_user_utterance__don',b'4.1',6.8715,0.0761
3848,b'4.1-ngram.next_system_utterance__removed turkey nhere',b'4.1',6.8590,0.0765
3849,b'7-syntactic_feature__root_word__next_system_utterance__pittcon',b'7',6.8587,0.0765
3850,b'7-syntactic_feature__subj_word__current_user_utterance__loi',b'7',6.8550,0.0767
3851,b'5-phrase_feature__noun_phrases__current_user_utterance__boneless_turkey',b'5',6.8550,0.0767
3852,b'5-phrase_feature__noun_phrases__current_user_utterance__dad',b'5',6.8550,0.0767
3853,b'5-phrase_feature__noun_phrases__current_user_utterance__gg',b'5',6.8550,0.0767
3854,b'7-syntactic_feature__root_word__current_user_utterance__help',b'7',6.8550,0.0767
3855,b'5-phrase_feature__noun_phrases__current_user_utterance__license',b'5',6.8550,0.0767
3856,b'5-phrase_feature__noun_phrases__next_user_utterance__library_books',b'5',6.8550,0.0767
3857,b'5-phrase_feature__noun_phrases__next_system_utterance__ketchup_\\_n13',b'5',6.8550,0.0767
3858,b'7-syntactic_feature__subj_word__current_user_utterance__med',b'7',6.8550,0.0767
3859,b'5-phrase_feature__noun_phrases__next_system_utterance__packet_\\_n3',b'5',6.8550,0.0767
3860,b'5-phrase_feature__noun_phrases__next_user_utterance__spinach',b'5',6.8550,0.0767
3861,b'7-syntactic_feature__obj_word__current_user_utterance__bd',b'7',6.8550,0.0767
3862,b'5-phrase_feature__noun_phrases__next_system_utterance__drivers',b'5',6.8550,0.0767
3863,b'5-phrase_feature__noun_phrases__next_user_utterance__%',b'5',6.8550,0.0767
3864,b'5-phrase_feature__noun_phrases__next_system_utterance__suvidha',b'5',6.8550,0.0767
3865,b'6-entity_feature__entity__current_user_utterance__may 25th_DATE',b'6',6.8550,0.0767
3866,b'5-phrase_feature__noun_phrases__current_user_utterance__brothers',b'5',6.8550,0.0767
3867,b'5-phrase_feature__noun_phrases__current_user_utterance__message_jasmine_adya',b'5',6.8550,0.0767
3868,b'5-phrase_feature__noun_phrases__next_system_utterance__driver_license',b'5',6.8550,0.0767
3869,b'4.1-ngram.next_system_utterance__n50 mop',b'4.1',6.8542,0.0767
3870,b'4.1-ngram.next_user_utterance__greek',b'4.1',6.8488,0.0769
3871,b'4.1-ngram.current_user_utterance__treats cap',b'4.1',6.8401,0.0772
3872,b'4.1-ngram.next_user_utterance__email jeff jury',b'4.1',6.8317,0.0775
3873,b'5-phrase_feature__noun_phrases__next_system_utterance__clip_fans',b'5',6.8287,0.0776
3874,b'5-phrase_feature__noun_phrases__next_system_utterance__updates_pittcon',b'5',6.8287,0.0776
3875,b'5-phrase_feature__noun_phrases__next_system_utterance__order',b'5',6.8287,0.0776
3876,b'5-phrase_feature__noun_phrases__next_system_utterance__clippers',b'5',6.8287,0.0776
3877,b'6-entity_feature__entity__next_system_utterance__at 10:30 am_TIME',b'6',6.8287,0.0776
3878,b'5-phrase_feature__noun_phrases__next_system_utterance__order_ginseng',b'5',6.8287,0.0776
3879,b'7-syntactic_feature__root_word__next_system_utterance__sex',b'7',6.8287,0.0776
3880,b'4.1-ngram.next_user_utterance__ud83c',b'4.1',6.8239,0.0777
3881,b'4.1-ngram.current_user_utterance__remind today',b'4.1',6.8165,0.0780
3882,b'5-phrase_feature__noun_phrases__next_system_utterance__peaches.grapes',b'5',6.8038,0.0784
3883,b'4.1-ngram.current_user_utterance__edit',b'4.1',6.7904,0.0789
3884,b'5-phrase_feature__noun_phrases__current_user_utterance__diced_tomatoes',b'5',6.7884,0.0790
3885,b'7-syntactic_feature__root_word__next_system_utterance__market',b'7',6.7884,0.0790
3886,b'4.1-ngram.current_user_utterance__wb time sheet',b'4.1',6.7802,0.0792
3887,b'5-phrase_feature__noun_phrases__next_system_utterance__sausage_\\_n10',b'5',6.7774,0.0793
3888,b'7-syntactic_feature__root_word__next_system_utterance__thingi',b'7',6.7704,0.0796
3889,b'4.1-ngram.next_user_utterance__dr pepper root',b'4.1',6.7600,0.0800
3890,b'5-phrase_feature__noun_phrases__next_system_utterance__rebate',b'5',6.7512,0.0803
3891,b'4.1-ngram.current_user_utterance__need',b'4.1',6.7511,0.0803
3892,b'4.1-ngram.next_system_utterance__nfor example 10',b'4.1',6.7466,0.0804
3893,b'4.1-ngram.next_system_utterance__example halloween',b'4.1',6.7466,0.0804
3894,b'4.1-ngram.next_system_utterance__example halloween party',b'4.1',6.7466,0.0804
3895,b'4.1-ngram.current_user_utterance__30pm email jeff',b'4.1',6.7441,0.0805
3896,b'4.1-ngram.next_system_utterance__type remove',b'4.1',6.7440,0.0805
3897,b'2.1-user_action_words.current_user_utterance__show',b'2.1',6.7354,0.0808
3898,b'5-phrase_feature__noun_phrases__next_system_utterance__bolts',b'5',6.7354,0.0808
3899,b'5-phrase_feature__noun_phrases__next_system_utterance__meatballs',b'5',6.7354,0.0808
3900,b'7-syntactic_feature__root_word__next_system_utterance__ink',b'7',6.7354,0.0808
3901,b'7-syntactic_feature__subj_word__next_system_utterance__flight',b'7',6.7354,0.0808
3902,b'5-phrase_feature__noun_phrases__current_user_utterance__dat',b'5',6.7237,0.0812
3903,b'4.1-ngram.next_user_utterance__thighs',b'4.1',6.7160,0.0815
3904,b'4.1-ngram.next_user_utterance__walnut come',b'4.1',6.7160,0.0815
3905,b'4.1-ngram.next_user_utterance__wants',b'4.1',6.7160,0.0815
3906,b'4.1-ngram.next_user_utterance__walnut come hacks',b'4.1',6.7160,0.0815
3907,b'7-syntactic_feature__root_word__next_system_utterance__nail',b'7',6.7126,0.0816
3908,b'4.1-ngram.next_system_utterance__pm nyou look',b'4.1',6.7107,0.0817
3909,b'4.1-ngram.current_user_utterance__time sheet',b'4.1',6.6965,0.0822
3910,b'4.1-ngram.current_user_utterance__zee',b'4.1',6.6965,0.0822
3911,b'4.1-ngram.next_user_utterance__banana',b'4.1',6.6931,0.0823
3912,b"5-phrase_feature__noun_phrases__next_system_utterance__\\_n'show_members",b'5',6.6924,0.0824
3913,b'6-entity_feature__entity__next_system_utterance__at 6:45 pm_TIME',b'6',6.6869,0.0826
3914,b'4.1-ngram.current_user_utterance__remind pack',b'4.1',6.6847,0.0827
3915,b'4.1-ngram.current_user_utterance__gooey',b'4.1',6.6732,0.0831
3916,b'4.1-ngram.current_user_utterance__remove mustard',b'4.1',6.6658,0.0833
3917,b"5-phrase_feature__noun_phrases__next_system_utterance__https://mycloud.rackspace.com/.\\n\\nhere's",b'5',6.6645,0.0834
3918,b'4.1-ngram.next_user_utterance__remind wendy thaw',b'4.1',6.6562,0.0837
3919,b'5-phrase_feature__noun_phrases__next_user_utterance__ali_notes',b'5',6.6390,0.0843
3920,b'7-syntactic_feature__root_word__next_system_utterance__wash',b'7',6.6317,0.0846
3921,b'4.1-ngram.next_system_utterance__title brunch',b'4.1',6.6267,0.0848
3922,b'4.1-ngram.next_system_utterance__change timezone',b'4.1',6.6267,0.0848
3923,b'4.1-ngram.next_system_utterance__time person task',b'4.1',6.6267,0.0848
3924,b'4.1-ngram.next_system_utterance__silk almond creamer',b'4.1',6.6267,0.0848
3925,b'4.1-ngram.next_system_utterance__change schedules food',b'4.1',6.6267,0.0848
3926,b'4.1-ngram.next_system_utterance__time person',b'4.1',6.6267,0.0848
3927,b'4.1-ngram.next_system_utterance__title brunch remind',b'4.1',6.6267,0.0848
3928,b'4.1-ngram.next_system_utterance__try ni ll',b'4.1',6.6267,0.0848
3929,b'4.1-ngram.next_system_utterance__try pm',b'4.1',6.6267,0.0848
3930,b'4.1-ngram.next_system_utterance__119 hw',b'4.1',6.6267,0.0848
3931,b'4.1-ngram.next_system_utterance__update',b'4.1',6.6267,0.0848
3932,b'4.1-ngram.next_system_utterance__pickles n6',b'4.1',6.6267,0.0848
3933,b'4.1-ngram.next_system_utterance__air compressor',b'4.1',6.6267,0.0848
3934,b'4.1-ngram.next_system_utterance__tropical',b'4.1',6.6267,0.0848
3935,b'4.1-ngram.next_system_utterance__silk almond',b'4.1',6.6267,0.0848
3936,b'4.1-ngram.next_system_utterance__update dermatologist',b'4.1',6.6267,0.0848
3937,b'4.1-ngram.next_system_utterance__air compressor n2',b'4.1',6.6267,0.0848
3938,b'4.1-ngram.next_system_utterance__119',b'4.1',6.6267,0.0848
3939,b'4.1-ngram.next_system_utterance__119 hw ni',b'4.1',6.6267,0.0848
3940,b'4.1-ngram.next_system_utterance__tropical flavored',b'4.1',6.6267,0.0848
